-4.881616368274866	0
-7.314360670495866	0
-3.464719549783532	0
-5.906788844785432	0
-2.1958065797547572	0
-2.4559836816110465	0
-1.5272557372199265	0
-3.3902266172477553	0
-2.317334523380312	0
-6.196648849156941	0
-4.261162116522454	0
-7.05250391703194	0
-2.2238347504594724	0
-6.945489433319011	0
-5.433461151763372	0
-5.753986275647423	0
-6.490848979619412	0
-4.5191221809035	0
-3.6379791504960766	0
-1.6942931198067066	0
-3.8844081178708647	0
-6.750746452507329	0
-8.588457179719544	0
-2.9271572700155577	0
-10.535793841459316	0
-6.937959846211346	0
-2.455452808492188	0
-5.250171671941456	0
-1.3308409733759243	0
-2.1500165803372626	0
-9.377445086823174	0
-7.454690521833996	0
-7.29491362047332	0
-3.018892884501664	0
-4.062538895805931	0
-3.038782428576874	0
-1.6654446517929824	0
-4.122396032293446	0
-7.753326778125873	0
-2.386579488193087	0
-3.643276647948042	0
-3.7953464729458375	0
-2.130165972082991	0
-5.564492622319913	0
-7.165188840305094	0
-5.787747944606488	0
-1.2859643227857231	0
-2.3671067996968302	0
-6.405621132289638	0
-3.4446563037353277	0
-2.715524424411261	0
-2.2023187763498564	0
-7.540856856121689	0
-2.4498896866875484	0
-2.5305093056119894	0
-2.4039421170110504	0
-1.7880666019687184	0
-2.782013648278344	0
-2.2655500546550416	0
-8.125288130732507	0
-3.8253566088492326	0
-8.627494282128826	0
-1.516119262206973	0
-5.125951477977345	0
-3.444642118784744	0
-2.1201846355273126	0
-2.3255510334437535	0
-5.786595438028526	0
-1.660917622089466	0
-5.958556824416141	0
-4.355130064242339	0
-4.0427000832514715	0
-4.00926470418204	0
-4.253148089513065	0
-1.8421374925763765	0
-6.988035244068087	0
-5.538372512646436	0
-9.533504337946088	0
-3.274544844028691	0
-4.603980601323518	0
-3.1345847634448596	0
-4.392625649840757	0
-2.582651154940317	0
-3.4859827539868293	0
-2.587137911382733	0
-2.3039122992299905	0
-8.904533740401277	0
-7.28033926768083	0
-5.22248458081665	0
-2.61038041358903	0
-9.911927768141021	0
-5.9598314463452	0
-2.2796100587687267	0
-2.13824620776135	0
-3.3795087010018987	0
-3.4204078431535994	0
-3.0647568860178183	0
-4.290597845279282	0
-3.888382156901649	0
-6.540595096106893	0
4.579548236127757	1
6.824014996469657	1
7.785762976815549	1
2.508933320976235	1
3.6628369423129588	1
3.0787922134315373	1
8.79946192133606	1
3.4585867146493667	1
6.810882451822275	1
6.793091441596689	1
2.585585141013955	1
1.8743105847679085	1
11.114642229224456	1
7.700087950080513	1
3.6920783746456722	1
4.299114954666975	1
1.8722188173684946	1
4.665607154659981	1
7.17178168567041	1
2.962115408735497	1
2.5137230613650896	1
2.1202796882348034	1
3.558449567051426	1
2.386609156788982	1
7.453450100624475	1
2.4022429459184256	1
2.1536818467163883	1
0.7138406503303794	1
4.367977099809413	1
7.957754931316153	1
1.168508718766278	1
4.221613817653184	1
3.1510001535250227	1
4.486766487979696	1
2.3609340387557927	1
2.0719364398859508	1
4.008542267884078	1
2.4001112070613777	1
6.384742337831566	1
2.026884406796836	1
5.157603511334274	1
2.5525162132275057	1
1.7927176760612713	1
5.8778560909017274	1
1.911026096073155	1
5.0653609412207405	1
4.298230718261014	1
9.678458756794114	1
5.550321249432021	1
7.665177730805334	1
3.4950552362419725	1
6.693443978895333	1
6.892512578270543	1
4.6100745354564365	1
3.7136969617193785	1
1.293734088629667	1
2.81522807869338	1
5.577063806824505	1
8.090643277391539	1
1.5356761730672208	1
2.8410263056727567	1
2.3330535231051632	1
1.892064390985433	1
5.386841237380524	1
6.118918557812288	1
7.678760318368546	1
8.847069725065301	1
5.182329678997611	1
1.6316779814415912	1
6.632416758231042	1
5.3004539162500866	1
1.3102490945415204	1
7.1369931197489205	1
3.293641783722598	1
2.9126901244382113	1
3.532853746714398	1
5.634878461028438	1
2.6274805676507142	1
2.7943281289180986	1
2.2438818523094355	1
2.7815241985007377	1
2.6296427354388747	1
4.172396370941249	1
2.3404203740687493	1
1.3293798929478025	1
6.034083631541216	1
6.69099416403219	1
2.0306068576870855	1
1.6636611007119069	1
2.7111243602444315	1
7.256023072055902	1
1.6822419579656238	1
2.330960150025075	1
3.8018366114155038	1
1.7304109896444781	1
2.327759380360849	1
3.6586836365164963	1
10.118471594239395	1
2.1458498271596405	1
10.218013783309383	1
